PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2022-07-26,18:39:12.74,1,1,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Luders, Jon",1000134217,Right,NSH_N,Undefined,1,Top,0,0,0,Undefined,,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,57f8c1d0-0db7-11ed-b8b4-dbf4ca7e76f8,,,,,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:39:12.74,2022-07-26T18:39:12.7400000-04:00,2022-07-26T22:39:12.7400000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-07-26,18:39:14.74,2,1,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Gustin, Jake",1000055212,Left,NSH_N,Undefined,1,Top,1,0,0,Undefined,,InPlay,Undefined,LineDrive,Double,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,57f8c1d1-0db7-11ed-b8b4-dbf4ca7e76f8,,,,,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:39:14.74,2022-07-26T18:39:14.7400000-04:00,2022-07-26T22:39:14.7400000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-07-26,18:39:16.74,3,1,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Cassella, Justin",1000099697,Right,NSH_N,Undefined,1,Top,1,0,0,Undefined,,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,57f8c1d2-0db7-11ed-b8b4-dbf4ca7e76f8,,,,,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:39:16.74,2022-07-26T18:39:16.7400000-04:00,2022-07-26T22:39:16.7400000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-07-26,18:39:17.74,4,1,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.45517,1.319977,-0.212128,2378.978904,54.297395,7:45,5.716,1.50405,4.82884,-52.11322,-4.97548,-8.92213,2.62355,0.55964,72.20965,-8.057572,-1.784416,0.494147,,,,,,,,,,,,4.33685,-2.38205,-1.47492,50,5.8017,0.79552,-113.86309,0.68847,5.70197,20.61597,-35.30591,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,c8f1dae0-0d33-11ed-9646-2d9c53d2e6a8,76.27782,,,6.24553,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:39:17.74,2022-07-26T18:39:17.7400000-04:00,2022-07-26T22:39:17.7400000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,e58429ec-1868-4875-8d3f-04e80b7deb5b,55.67311,-114.88566,10.30799,5.72412,2.43969,-17.65295,-1.50737,0.5127,2.85098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2022-07-26,18:39:40.88,4,2,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.28202,1.384563,0.077505,2422.230272,51.991208,7:45,5.77694,1.29816,4.72865,-50.07341,-3.86732,-6.70555,2.91809,0.8129,73.07959,-7.613022,-1.101719,0.489239,,,,,,,,,,,,3.3111,-1.85004,-1.29968,50,5.87176,0.13113,-115.07149,0.88216,4.46056,20.41008,-34.66637,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,d6da5740-0d33-11ed-9646-2d9c53d2e6a8,77.043,,,6.20243,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:39:40.88,2022-07-26T18:39:40.8860000-04:00,2022-07-26T22:39:40.8860000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,c506a033-e70f-4ebc-9e75-c4734b540def,55.77314,-116.09095,10.20504,5.78445,2.6137,-17.33318,-1.30066,-0.09168,2.23028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2022-07-26,18:40:02.93,4,3,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.20445,-2.378251,-2.154256,2425.565441,221.787156,1:30,5.75219,1.38483,5.37244,-15.98084,17.71694,14.82473,2.18782,0.59951,83.92311,-5.395824,0.479554,0.417804,71.59265,51.499624,-125.587262,4738.985707,,,,,40.25382,,,-8.07465,9.91949,-1.20261,50,5.52788,4.33731,-133.62549,-6.07867,-14.545,29.7999,-14.30589,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,e3eb3850-0d33-11ed-9646-2d9c53d2e6a8,90.21571,42.75655,,8.28135,,,,1.17931,2.20104,-0.57519,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:40:02.93,2022-07-26T18:40:02.9300000-04:00,2022-07-26T22:40:02.9300000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,2a6eef16-a881-45c0-a10d-6128ff5b452c,55.12708,-134.76403,14.89995,5.74969,-5.5321,-7.15295,-1.37894,4.89302,-7.2725,,1.17931,-38.03927,-5.14912,4.05997,-1.43988,0.43468,-0.11944,0.03027,-0.00478,2.20104,82.17529,-34.20205,5.57337,-1.17527,0.19773,-0.00071,-0.03419,0.01678,-0.57519,-53.15765,10.39924,-2.18042,0.40987,-0.04227,-0.02303,0.0314,-0.01347,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,2022-07-26,18:40:28.55,4,4,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.87836,-1.060516,-3.19568,2370.26834,192.420307,12:30,5.76448,1.13678,5.46619,-15.99194,16.96186,3.50681,3.43758,-1.56502,84.85393,-4.076386,-2.572977,0.413166,50.61012,12.857582,-179.554038,2483.785973,,,,68.64254,52.27517,179.751061,0.975619,-2.6291,9.13327,-0.85772,50,5.66028,7.35183,-134.62547,-3.01958,-4.83386,28.72432,-15.38153,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,f313d5d0-0d33-11ed-9646-2d9c53d2e6a8,91.22838,6.3131,,8.02444,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:40:28.55,2022-07-26T18:40:28.5530000-04:00,2022-07-26T22:40:28.5530000Z,GroundBall,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,6c373d87-349e-4a95-98cc-e7960295878a,55.03182,-135.69483,14.36216,5.76204,-2.44695,-7.69076,-1.13477,7.53179,-2.41693,342.647526,-1.95963,-72.36469,5.02823,-1.11001,0.20992,-0.0398,0.01113,-0.00243,0.00033,3.06489,16.51785,-21.69902,1.91575,-0.39021,0.06504,-0.01293,0.00257,-0.00023,1.71291,-0.56326,-1.35532,0.58559,-0.16105,0.0397,-0.01229,0.00345,-0.00048,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2022-07-26,18:41:03.75,4,5,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,1,2,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.23413,-0.264958,-0.106873,2454.506115,37.454347,7:15,5.52609,1.59405,4.78073,-42.08266,0.48142,-0.53819,1.76805,1.4479,76.36781,-7.823713,-0.201663,0.469562,,,,,,,,,,,,0.23969,0.6461,-1.58287,50,5.46252,0.24624,-119.47105,-2.17691,0.35053,20.46811,-31.22917,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,083bf140-0d34-11ed-9646-2d9c53d2e6a8,80.2715,,,5.86632,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:41:03.75,2022-07-26T18:41:03.7530000-04:00,2022-07-26T22:41:03.7530000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,4a35f10f-be26-4b30-8d79-9548e0b0d61d,55.72113,-120.44722,10.23406,5.53082,-0.68751,-15.61458,-1.59422,0.22952,0.17527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2022-07-26,18:41:23.45,4,6,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.49505,-1.435188,-2.104264,2402.79916,203.988842,12:45,5.70981,1.64768,5.20682,-15.89395,18.56517,7.74422,3.03439,0.31317,83.0783,-4.441135,-0.733176,0.422497,74.49772,44.903696,-148.922668,3983.992591,,,,,71.50077,,,-4.4904,10.03272,-1.45906,50,5.56559,4.50832,-132.59654,-3.8501,-7.95287,29.73143,-14.40531,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,13f53190-0d34-11ed-9646-2d9c53d2e6a8,89.21357,50.95392,,8.41675,,,,0.96828,2.8157,-0.21322,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:41:23.45,2022-07-26T18:41:23.4550000-04:00,2022-07-26T22:41:23.4550000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,10f80df9-2409-4e02-b70d-2d131508d1ef,55.29189,-133.77785,14.86572,5.70719,-3.27774,-7.20265,-1.64446,4.82431,-3.97643,19.301583,0.96828,-66.28272,1.03871,1.78743,-0.66312,0.21085,-0.05506,0.01348,-0.00207,2.8157,77.13074,-33.21224,5.24896,-1.17078,0.23549,-0.04086,0.00538,-1E-05,-0.21322,-39.94853,6.19973,-0.17478,-0.125,0.07729,-0.0257,0.00799,-0.00153,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
10,2022-07-26,18:41:45.24,4,7,"Alejandro, Hector",1000048145,Right,MYS_SCH,"Penney, Jack",1000112975,Left,NSH_N,Undefined,1,Top,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.02344,-2.956322,-1.934658,2432.15673,204.857352,12:45,5.73306,1.3057,5.25743,-15.75922,18.45741,7.98741,1.63806,0.15286,83.30346,-5.937495,-0.518585,0.421008,,,,,,,,,,,,-4.60252,10.50064,-1.13458,50,5.45079,4.12431,-133.18845,-7.39959,-8.18348,31.31612,-13.50342,MYS_SCH,NSH_N,DoddStadium,NECBL,NECL,20220726-DoddStadium-1,20ec7020-0d34-11ed-9646-2d9c53d2e6a8,89.52908,,,8.71998,,,,,,,d229e5be-983d-418d-b42e-57ea2f1cc336,2022-07-26,22:41:45.24,2022-07-26T18:41:45.2410000-04:00,2022-07-26T22:41:45.2410000Z,,v3,,,,"Kopack, Addison",1000084012,Right,MYS_SCH,532d57c4-80e5-4b7c-b517-6b96b2ea7157,55.24101,-134.4151,15.65806,5.73027,-6.87066,-6.75171,-1.30241,4.44486,-4.09174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
